123 -0.5970429448773863 2.0259338445906496 0.5928415378323615 0.8053191066940043
p0p 0.4722316320951651 -1.971361875820679 -0.6165291223882903 0.7873320834143055
ppp 0.5793010758283711 -1.9533049245108387 -0.3086003286423867 0.9511917850859514
1p222 1.5922521588365557 -1.4420934855946332 0.08172097422941027 0.9966549311631038
1234 -2.022987316998442 0.06319883577284302 0.6100838492975352 0.7923368581030854
12345 -1.6558430693824615 -1.2891137062293219 -0.5636723997463476 0.8259984292881494
000 -0.7171321030411844 1.9782836139377364 0.5915141738529831 0.8062945319294724
000999 0.469860282270852 1.9569472212083212 -0.9509237875364898 -0.3094251652971144
lk -1.617444006146013 -1.3247459687636212 -0.5519996018437201 0.8338443721374921
pp -1.782131656237373 -1.1326005595997612 -0.6220068068952409 0.7830118185324043
tre -0.443642834117542 2.043514225916024 0.5263324710743705 0.8502788373876303
diemdau -1.5269693441410415 -1.3848336371444265 -0.49569172447426857 0.8684984995591696
diemcuoi -0.5856507377794731 1.9912413284374333 0.5248547899279445 0.8511917508728204
diemngu -1.5085469071128863 -1.3477156323395003 -0.5327436191448518 0.846276662592113
ala -0.5682534339467935 1.9315292246452513 0.546198567086981 0.8376556896519296
ppp -1.5780290903668712 -1.4036053409533313 0.7650539419133565 0.6439659257282762
